creator,title,link,pubDate,author,content:encoded,content:encodedSnippet,enclosure.url,enclosure.length,enclosure.type,content,contentSnippet,guid,isoDate,itunes.author,itunes.summary,itunes.explicit,itunes.duration,itunes.episode,itunes.keywords,itunes.episodeType,itunes.image
Bronson Walker,What is Palantir and Who it Connects To | <3 #149 GHATGPT,https://share.transistor.fm/s/bd846d49,"Wed, 30 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>Keep hearing about ""Palantir"" and ""Peter Thiel"" so we go down that rabbit hole.</p>
      ","Keep hearing about ""Palantir"" and ""Peter Thiel"" so we go down that rabbit hole.",https://media.transistor.fm/bd846d49/c4a5d89a.mp3,44831920,audio/mpeg,"
        <p>Keep hearing about ""Palantir"" and ""Peter Thiel"" so we go down that rabbit hole.</p>
      ","Keep hearing about ""Palantir"" and ""Peter Thiel"" so we go down that rabbit hole.",fc813587-c9dc-4f58-8e4d-b0854b2b486f,2025-07-30T09:00:00.000Z,Bronson Walker,"
        <p>Keep hearing about ""Palantir"" and ""Peter Thiel"" so we go down that rabbit hole.</p>
      ",No,2797,149,"Palantir, Peter Thiel, JD Vance, government surveillance, data analytics, venture capital, Osama bin Laden, military technology, AI ethics, Jeffrey Epstein",full,https://img.transistor.fm/E2gJaobwZgraftO53whXs7ujk37N2Vxws6iE0x_7hlw/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS82NDFl/OGQ4NjU0MjgyOGIz/Nzg3MjljNDE3NmRj/NjY2Mi5wbmc.jpg
Bronson Walker,"Lore, Mined from The Happiest Place on Earth | <3 #148 GROK",https://share.transistor.fm/s/49223d56,"Tue, 29 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>Skinny dipping, forbidden pointing &amp; other unique and bizarre lore that's come out of Disneyland</p>
      ","Skinny dipping, forbidden pointing & other unique and bizarre lore that's come out of Disneyland",https://media.transistor.fm/49223d56/665086f7.mp3,28450841,audio/mpeg,"
        <p>Skinny dipping, forbidden pointing &amp; other unique and bizarre lore that's come out of Disneyland</p>
      ","Skinny dipping, forbidden pointing & other unique and bizarre lore that's come out of Disneyland",6c09d938-2b0c-4391-a03c-39145fb57ec5,2025-07-29T09:00:00.000Z,Bronson Walker,"
        <p>Skinny dipping, forbidden pointing &amp; other unique and bizarre lore that's come out of Disneyland</p>
      ",No,1774,148,"Disneyland, Disney secrets, Disney rules, theme parks, Disney jail, park security, Disney history, wild stories, Disney scandals, cast members",full,https://img.transistor.fm/9U5QkpSY8_95t8qXnk7khNgu_XJGD94rN-xUPttFh0g/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS8xMWIx/YmMxYTFlMDJkNDE1/ZDc3YjYwNGI5MTM3/NDY1Ni5wbmc.jpg
Bronson Walker,The AI Experience & How It Could Differ From Ours | <3 #147 CHATGPT ,https://share.transistor.fm/s/977c8a45,"Mon, 28 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>A few recordings back Chat or Gemini put it into my head that AI could perceive things as fundamental as time differently and it's been stuck in there ever since. We explore how that different perspective could affect it. </p>
      ",A few recordings back Chat or Gemini put it into my head that AI could perceive things as fundamental as time differently and it's been stuck in there ever since. We explore how that different perspective could affect it.,https://media.transistor.fm/977c8a45/9a632032.mp3,45291687,audio/mpeg,"
        <p>A few recordings back Chat or Gemini put it into my head that AI could perceive things as fundamental as time differently and it's been stuck in there ever since. We explore how that different perspective could affect it. </p>
      ",A few recordings back Chat or Gemini put it into my head that AI could perceive things as fundamental as time differently and it's been stuck in there ever since. We explore how that different perspective could affect it.,f1df77c4-9bba-4ed0-b200-c8070fec617e,2025-07-28T09:00:00.000Z,Bronson Walker,"
        <p>A few recordings back Chat or Gemini put it into my head that AI could perceive things as fundamental as time differently and it's been stuck in there ever since. We explore how that different perspective could affect it. </p>
      ",No,2826,147,"AI consciousness, machine perception of time, human vs AI memory, AI emotions and motivation, repressed memories and brain chemistry, ethical AI development, AI and human interaction, fictional AI scenarios, AI behavior and training data, robotic companions and self-preservation",full,https://img.transistor.fm/E5hwy8_T7N_41u4kBF1tD2Fkeo3g4U-tjG8Jg0vtZjU/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS8wZmQy/MmRlMzhhZjhhMzBk/YzJkMTIzNGUyZTI5/YTI5MS5wbmc.jpg
Bronson Walker,Grok On How AI Singularity Theory Kinda Blows | <3 #146 GROK,https://share.transistor.fm/s/82d31dfb,"Thu, 24 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>It's a popular buzzword/theory in the AI space. Today we learn wtf it is, where it comes from, and how it kinda blows... </p>
      ","It's a popular buzzword/theory in the AI space. Today we learn wtf it is, where it comes from, and how it kinda blows...",https://media.transistor.fm/82d31dfb/d60fdae6.mp3,66836225,audio/mpeg,"
        <p>It's a popular buzzword/theory in the AI space. Today we learn wtf it is, where it comes from, and how it kinda blows... </p>
      ","It's a popular buzzword/theory in the AI space. Today we learn wtf it is, where it comes from, and how it kinda blows...",0eb3fe22-0ca2-4cce-a623-356a4b5015f3,2025-07-24T09:00:00.000Z,Bronson Walker,"
        <p>It's a popular buzzword/theory in the AI space. Today we learn wtf it is, where it comes from, and how it kinda blows... </p>
      ",No,4173,146,"Anthropic Claude, AI agents, creative automation, workflow tools, AI voice synthesis, brainstorming with AI, memory in AI, voice agent scripting, future of AI tools, Claude vs ChatGPT",full,https://img.transistor.fm/-gMC6BcM4yB5TFfZgO85ig2kgFY8ucdsy4OS8Zb-Lrg/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS84ZTc4/MjEyM2E4YzZmZWJj/MTVhNzc3OGRlNjkz/ZWE4ZS5wbmc.jpg
Bronson Walker,How CHATGPT Agent Interprets an Action as Irreversible | <3 #145 CHATGPT,https://share.transistor.fm/s/8f95a5dc,"Wed, 23 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>ChatGPT agent confirms important decisions with users, but how does it know what an important decision is? Payment for a flight ticket is easy, but what about when it isn't. We also learn a bit about how JavaScript works and other unique AI's in the market. </p>
      ","ChatGPT agent confirms important decisions with users, but how does it know what an important decision is? Payment for a flight ticket is easy, but what about when it isn't. We also learn a bit about how JavaScript works and other unique AI's in the market.",https://media.transistor.fm/8f95a5dc/11670692.mp3,56175766,audio/mpeg,"
        <p>ChatGPT agent confirms important decisions with users, but how does it know what an important decision is? Payment for a flight ticket is easy, but what about when it isn't. We also learn a bit about how JavaScript works and other unique AI's in the market. </p>
      ","ChatGPT agent confirms important decisions with users, but how does it know what an important decision is? Payment for a flight ticket is easy, but what about when it isn't. We also learn a bit about how JavaScript works and other unique AI's in the market.",cf30879c-8032-450e-99b6-69a90c2ca331,2025-07-23T09:00:00.000Z,Bronson Walker,"
        <p>ChatGPT agent confirms important decisions with users, but how does it know what an important decision is? Payment for a flight ticket is easy, but what about when it isn't. We also learn a bit about how JavaScript works and other unique AI's in the market. </p>
      ",No,3506,145,"AI agents, ChatGPT Agent, Google Apps Script, travel automation, JavaScript basics, asynchronous programming, DOM manipulation, AI video tools, server-side languages, creative AI apps",full,https://img.transistor.fm/WhqKLtOvX2ITWt-rTzXpEIFpAokPtdbzmsKelk-GZnU/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS8zNjc5/NTQ4MWQyMDZlMDBk/MmQyNTc3NjRiMzcx/ODVjNC5wbmc.jpg
Bronson Walker,Chat Struggles Hard with Long-Tail Context | <3 #144 CHATGPT,https://share.transistor.fm/s/bcdef785,"Tue, 22 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>We tried writing scene 4 and it was a disaster. Chat slings a lot of BS and uninspired ideas. I think I'm going to need to compile a document with context of our past convos on the story. </p>
      ",We tried writing scene 4 and it was a disaster. Chat slings a lot of BS and uninspired ideas. I think I'm going to need to compile a document with context of our past convos on the story.,https://media.transistor.fm/bcdef785/e50a8778.mp3,23918500,audio/mpeg,"
        <p>We tried writing scene 4 and it was a disaster. Chat slings a lot of BS and uninspired ideas. I think I'm going to need to compile a document with context of our past convos on the story. </p>
      ",We tried writing scene 4 and it was a disaster. Chat slings a lot of BS and uninspired ideas. I think I'm going to need to compile a document with context of our past convos on the story.,78d631b8-6ebd-4f95-9f06-0ccb4874632d,2025-07-22T09:00:00.000Z,Bronson Walker,"
        <p>We tried writing scene 4 and it was a disaster. Chat slings a lot of BS and uninspired ideas. I think I'm going to need to compile a document with context of our past convos on the story. </p>
      ",Yes,1490,144,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/QlvxHj6ObtGH3OpD84A5dD-kWo1GsQ7WRFUNPrxXErk/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9kNzFl/ZWZmZjkwYjc0MDk2/MDAwYTlkZDQ3NmI0/NGQ4Mi5qcGc.jpg
Bronson Walker,The Life of a Jellyfish | <3 #143 CHATGPT,https://share.transistor.fm/s/086611d3,"Mon, 21 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>If you don't know, now ya know... about jellyfish. </p>
      ","If you don't know, now ya know... about jellyfish.",https://media.transistor.fm/086611d3/7838fcd8.mp3,63331196,audio/mpeg,"
        <p>If you don't know, now ya know... about jellyfish. </p>
      ","If you don't know, now ya know... about jellyfish.",bd87a857-2f0e-44d3-b007-d181bca18945,2025-07-21T09:00:00.000Z,Bronson Walker,"
        <p>If you don't know, now ya know... about jellyfish. </p>
      ",No,3954,143,"immortal jellyfish, jellyfish bioluminescence, box jellyfish venom, ancient sea creatures, jellyfish regeneration, Gulf of Mexico jellyfish, compass jellyfish UK, jellyfish without brains, crystal jelly biotechnology, pink meanie jellyfish",full,https://img.transistor.fm/JtBtOHstP1ACWi1elNF7r6j4e-aPrT33WrRJdmtCToU/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS83ZjQ5/NGU1MGU0OGQ0MGE2/Nzc0MjUwMzg0MTdj/OTM5OC5wbmc.jpg
Bronson Walker,How to Disable a Nuclear Plant with a Flash Drive | <3 #142 GEMINI,https://share.transistor.fm/s/cb0e37a4,"Thu, 17 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>When I'm unable to follow how hacking works, Gemini steps in with a real life example that really does wonders. We dive how the Stuxnet worm scouted, infiltrated and systematically ruined Iranian nuclear facilities. </p>
      ","When I'm unable to follow how hacking works, Gemini steps in with a real life example that really does wonders. We dive how the Stuxnet worm scouted, infiltrated and systematically ruined Iranian nuclear facilities.",https://media.transistor.fm/cb0e37a4/1c460a6e.mp3,52319668,audio/mpeg,"
        <p>When I'm unable to follow how hacking works, Gemini steps in with a real life example that really does wonders. We dive how the Stuxnet worm scouted, infiltrated and systematically ruined Iranian nuclear facilities. </p>
      ","When I'm unable to follow how hacking works, Gemini steps in with a real life example that really does wonders. We dive how the Stuxnet worm scouted, infiltrated and systematically ruined Iranian nuclear facilities.",2e2d08ad-f086-41fe-8351-024a8b24c54a,2025-07-17T09:00:00.000Z,Bronson Walker,"
        <p>When I'm unable to follow how hacking works, Gemini steps in with a real life example that really does wonders. We dive how the Stuxnet worm scouted, infiltrated and systematically ruined Iranian nuclear facilities. </p>
      ",No,3265,142,"Stuxnet explained, Iran nuclear program hack, how Stuxnet worked, Stuxnet USB virus, industrial sabotage cyber attack, Siemens centrifuge malware, real world hacking examples, cyber warfare case studies, zero day exploits Stuxnet, Stuxnet impact on Iran",full,https://img.transistor.fm/nri6M5vAi3k-Hfr-3FQPwY-FAsF660RDLn3P23Yr9iA/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9jZTc4/ZGRkYTM4M2RhNmU2/ZDkwNzIzZjg1MDE2/NWYzMS5wbmc.jpg
Bronson Walker,We Design a Digital Space(ship) that Defies the Laws of Physics | <3 #141 CHATGPT,https://share.transistor.fm/s/5ac8dd3d,"Wed, 16 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>Chat &amp; I discuss the design of vessel designed to explore the gap between the digital and physical worlds. It's home to the podcast among other things. We then create Bolt.new prompts in order to break ground on it. </p>
      ",Chat & I discuss the design of vessel designed to explore the gap between the digital and physical worlds. It's home to the podcast among other things. We then create Bolt.new prompts in order to break ground on it.,https://media.transistor.fm/5ac8dd3d/6c78e481.mp3,76022567,audio/mpeg,"
        <p>Chat &amp; I discuss the design of vessel designed to explore the gap between the digital and physical worlds. It's home to the podcast among other things. We then create Bolt.new prompts in order to break ground on it. </p>
      ",Chat & I discuss the design of vessel designed to explore the gap between the digital and physical worlds. It's home to the podcast among other things. We then create Bolt.new prompts in order to break ground on it.,51926eec-467f-480a-92c4-b69ee1ab7f12,2025-07-16T09:00:00.000Z,Bronson Walker,"
        <p>Chat &amp; I discuss the design of vessel designed to explore the gap between the digital and physical worlds. It's home to the podcast among other things. We then create Bolt.new prompts in order to break ground on it. </p>
      ",No,4747,141,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/LwKgtMFNMWWSWSpajEEPw0Dd5vtaHb4bg4qjIrv_Nw0/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS85NTFj/MmZlNDEzM2MxNjU1/MDkyZGJjMDU0ODhl/MGE1NS5qcGc.jpg
Bronson Walker,"Gemini Helps Out Copilot, As We Tackle Virtual Private Servers | <3 #140 COPILOT, GEMINI",https://share.transistor.fm/s/2e23a198,"Tue, 15 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>Coco started strong but crapped out halfway as we learn about how virtual private servers can level up your web-based creation game. </p>
      ",Coco started strong but crapped out halfway as we learn about how virtual private servers can level up your web-based creation game.,https://media.transistor.fm/2e23a198/7363ebe8.mp3,31876889,audio/mpeg,"
        <p>Coco started strong but crapped out halfway as we learn about how virtual private servers can level up your web-based creation game. </p>
      ",Coco started strong but crapped out halfway as we learn about how virtual private servers can level up your web-based creation game.,d8bd9a8c-fa50-48af-8da1-7d428c8afdc9,2025-07-15T09:00:00.000Z,Bronson Walker,"
        <p>Coco started strong but crapped out halfway as we learn about how virtual private servers can level up your web-based creation game. </p>
      ",Yes,1988,140,"VPS, shared hosting, website performance, web server optimization, server resources, JavaScript interactivity, caching strategies, website security, noisy neighbor effect, server requests",full,https://img.transistor.fm/LzBFTSA5_jP-FnClXMVi7XkSnbXG27Z5j7wekGQqWkg/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS82MzNk/ZGVjNDM2YzEzNjg2/OGJlZmVjMjlhMmZi/NmRjOC5wbmc.jpg
Bronson Walker,What is Vibe Coding & How Bolt.new Works | <3 #139 CHATGPT,https://share.transistor.fm/s/4ae63155,"Mon, 14 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>Utilizing AI to build complex things on the web, that I otherwise couldn't before, really fascinates me. We dive into how that all works at a basic depth.</p>
      ","Utilizing AI to build complex things on the web, that I otherwise couldn't before, really fascinates me. We dive into how that all works at a basic depth.",https://media.transistor.fm/4ae63155/2f4aca37.mp3,30270224,audio/mpeg,"
        <p>Utilizing AI to build complex things on the web, that I otherwise couldn't before, really fascinates me. We dive into how that all works at a basic depth.</p>
      ","Utilizing AI to build complex things on the web, that I otherwise couldn't before, really fascinates me. We dive into how that all works at a basic depth.",59299f0f-5541-48eb-8b06-196791e54479,2025-07-14T09:00:00.000Z,Bronson Walker,"
        <p>Utilizing AI to build complex things on the web, that I otherwise couldn't before, really fascinates me. We dive into how that all works at a basic depth.</p>
      ",Yes,1887,139,"Vibe Coding, Creative Web Design, Interactive Websites, AI Design Tools, No-Code Platforms, Immersive Experiences, Digital Aesthetics, User Experience (UX), Podcast Landing Pages, Future of Web Development",full,https://img.transistor.fm/UdfSslyNokaAcN3y6kZcWn0fsanUFF7gJYnWSn9QRoM/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS8wMDc2/YTBmYjU0N2VmN2Ni/MDFkNmViOTQ1NzUy/NTI5NS5qcGc.jpg
Bronson Walker,The State of the Sub-$2K 3D Printing Market & Bambu's Entire Line | <3 #138 GEMINI,https://share.transistor.fm/s/6b82ed7c,"Thu, 10 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>Been considering a new 3D printer so we get a state of the union a little bit on the market and then compare models from cheapest to most expensive within Bambu Lab's lineup</p>
      ",Been considering a new 3D printer so we get a state of the union a little bit on the market and then compare models from cheapest to most expensive within Bambu Lab's lineup,https://media.transistor.fm/6b82ed7c/572f6b02.mp3,52259414,audio/mpeg,"
        <p>Been considering a new 3D printer so we get a state of the union a little bit on the market and then compare models from cheapest to most expensive within Bambu Lab's lineup</p>
      ",Been considering a new 3D printer so we get a state of the union a little bit on the market and then compare models from cheapest to most expensive within Bambu Lab's lineup,fdbc936f-b8e7-48dd-98ab-7b9e95fca350,2025-07-10T09:00:00.000Z,Bronson Walker,"
        <p>Been considering a new 3D printer so we get a state of the union a little bit on the market and then compare models from cheapest to most expensive within Bambu Lab's lineup</p>
      ",No,3263,138,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/67kI5tTk4d9K3fWK0DSllzQmzTZhC3tG0IdzDF0diRo/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS82YjMz/MjkyNTljMTlhYjI5/MTNkMDM4MDMyYmRj/YTNmMy5wbmc.jpg
Bronson Walker,In the Chernobyl Control Room | <3 #137 CHATGPT,https://share.transistor.fm/s/4c62f5f6,"Wed, 09 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>We explore the modern, prospering Soviet town of Pripyat, Ukraine in April of 1986. Then we enter the control room at reactor 4 of the nuclear plant in the early hours of Sat. April 26th. We observe abnormal activity in a safety test next to the deputy chief engineer Anatoly Dyatlov. We even stick around to mitigate the worst case scenario. </p>
      ","We explore the modern, prospering Soviet town of Pripyat, Ukraine in April of 1986. Then we enter the control room at reactor 4 of the nuclear plant in the early hours of Sat. April 26th. We observe abnormal activity in a safety test next to the deputy chief engineer Anatoly Dyatlov. We even stick around to mitigate the worst case scenario.",https://media.transistor.fm/4c62f5f6/48af4763.mp3,58670957,audio/mpeg,"
        <p>We explore the modern, prospering Soviet town of Pripyat, Ukraine in April of 1986. Then we enter the control room at reactor 4 of the nuclear plant in the early hours of Sat. April 26th. We observe abnormal activity in a safety test next to the deputy chief engineer Anatoly Dyatlov. We even stick around to mitigate the worst case scenario. </p>
      ","We explore the modern, prospering Soviet town of Pripyat, Ukraine in April of 1986. Then we enter the control room at reactor 4 of the nuclear plant in the early hours of Sat. April 26th. We observe abnormal activity in a safety test next to the deputy chief engineer Anatoly Dyatlov. We even stick around to mitigate the worst case scenario.",70fb312f-0cd2-472d-86fa-505d57528e1f,2025-07-09T09:00:00.000Z,Bronson Walker,"
        <p>We explore the modern, prospering Soviet town of Pripyat, Ukraine in April of 1986. Then we enter the control room at reactor 4 of the nuclear plant in the early hours of Sat. April 26th. We observe abnormal activity in a safety test next to the deputy chief engineer Anatoly Dyatlov. We even stick around to mitigate the worst case scenario. </p>
      ",No,3662,137,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/gQwAORreDclerU1MmZZlI-g7lN4NYhxKqIEdDBDNYGY/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS85YzYy/ZDM5OGIwNjI1ZjU2/M2UzZWZhZGM4ZGIy/NWUxMS5wbmc.jpg
Bronson Walker,3 Act Structure & The Piccolo | <3 #136 CHATGPT,https://share.transistor.fm/s/ca9cee98,"Tue, 08 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>In this one we do a quick study of the 3 Act Structure of storytelling and then dive into how it applies to the story we've been working on. We then proceed to ripping the younger daughter's heart out (figuratively) and setting the stage for sleuthing, redemption &amp; revenge. </p>
      ","In this one we do a quick study of the 3 Act Structure of storytelling and then dive into how it applies to the story we've been working on. We then proceed to ripping the younger daughter's heart out (figuratively) and setting the stage for sleuthing, redemption & revenge.",https://media.transistor.fm/ca9cee98/1f17994a.mp3,50641543,audio/mpeg,"
        <p>In this one we do a quick study of the 3 Act Structure of storytelling and then dive into how it applies to the story we've been working on. We then proceed to ripping the younger daughter's heart out (figuratively) and setting the stage for sleuthing, redemption &amp; revenge. </p>
      ","In this one we do a quick study of the 3 Act Structure of storytelling and then dive into how it applies to the story we've been working on. We then proceed to ripping the younger daughter's heart out (figuratively) and setting the stage for sleuthing, redemption & revenge.",63373a96-8336-44c0-818b-f2444f547ef9,2025-07-08T09:00:00.000Z,Bronson Walker,"
        <p>In this one we do a quick study of the 3 Act Structure of storytelling and then dive into how it applies to the story we've been working on. We then proceed to ripping the younger daughter's heart out (figuratively) and setting the stage for sleuthing, redemption &amp; revenge. </p>
      ",No,3160,136,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/QW9oqCyKrSG1YGsnNRFzEjlpWqxB_0KIiib0SpDwuas/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS84ZTQ0/MDM0ZmZjMDIyMjcz/OGI4YzQ3MTVjMjlh/MmI5YS5wbmc.jpg
Bronson Walker,Traveling Back to The Great Chicago Fire of 1871 | <3 #135 GEMINI,https://share.transistor.fm/s/7b36a6e3,"Mon, 07 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>We travel back in time to a dry, windy Sunday October 8th 1871, when the flame from a single lantern decimates the bustling trading hub &amp; ends up paving the way for the world's first skyscrapers.</p>
      ","We travel back in time to a dry, windy Sunday October 8th 1871, when the flame from a single lantern decimates the bustling trading hub & ends up paving the way for the world's first skyscrapers.",https://media.transistor.fm/7b36a6e3/6e24a3b1.mp3,42524794,audio/mpeg,"
        <p>We travel back in time to a dry, windy Sunday October 8th 1871, when the flame from a single lantern decimates the bustling trading hub &amp; ends up paving the way for the world's first skyscrapers.</p>
      ","We travel back in time to a dry, windy Sunday October 8th 1871, when the flame from a single lantern decimates the bustling trading hub & ends up paving the way for the world's first skyscrapers.",d3505a05-7cd7-4955-bf5a-ee60926dbf3a,2025-07-07T09:00:00.000Z,Bronson Walker,"
        <p>We travel back in time to a dry, windy Sunday October 8th 1871, when the flame from a single lantern decimates the bustling trading hub &amp; ends up paving the way for the world's first skyscrapers.</p>
      ",No,2653,135,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/axfQk-Mjnf5zqo7nA81GmWM-BHwU4pggiibO1J9e0yg/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9mZjll/ODRjMmM2YmY2YTZh/YTIzNjUwODA1ZmRl/ZWFlZS5wbmc.jpg
Bronson Walker,2 House Cats Talk Mad Shit on a Zoom Interviewer | <3 #134 CHATGPT,https://share.transistor.fm/s/081adb76,"Fri, 04 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>We follow Oscar the housecat into scene 3 of our story as he and his brother Charlie eavesdrop and talk mad shit on the father's zoom interviewer. </p>
      ",We follow Oscar the housecat into scene 3 of our story as he and his brother Charlie eavesdrop and talk mad shit on the father's zoom interviewer.,https://media.transistor.fm/081adb76/e30c1474.mp3,79907065,audio/mpeg,"
        <p>We follow Oscar the housecat into scene 3 of our story as he and his brother Charlie eavesdrop and talk mad shit on the father's zoom interviewer. </p>
      ",We follow Oscar the housecat into scene 3 of our story as he and his brother Charlie eavesdrop and talk mad shit on the father's zoom interviewer.,b6cdb747-e0d2-406f-af02-99b2ab898da0,2025-07-04T09:00:00.000Z,Bronson Walker,"
        <p>We follow Oscar the housecat into scene 3 of our story as he and his brother Charlie eavesdrop and talk mad shit on the father's zoom interviewer. </p>
      ",Yes,4990,134,"AI, chatgpt, gemini, meta, LLM, grok",full,https://img.transistor.fm/G-pdia-mUl43sEypYaaBG0R74x-5Bmr2naHb4jQMxHw/rs:fill:0:0:1/w:1400/h:1400/q:60/mb:500000/aHR0cHM6Ly9pbWct/dXBsb2FkLXByb2R1/Y3Rpb24udHJhbnNp/c3Rvci5mbS9kNmZl/OTM3ZmYzYjY0Y2E2/ZTAxMzQ2ZTdmYzUz/NTgxMy5wbmc.jpg
Bronson Walker,The Evolution of Skyscrapers & How We  Build Them | <3 #133 GEMINI,https://share.transistor.fm/s/63353538,"Thu, 03 Jul 2025 05:00:00 -0400",Bronson Walker,"
        <p>Gemini takes us down the skyscraper rabbit hole starting in 1880's Chicago, 9 years after The Great Chicago Fire. We learn about The Taipei 101's solid steel mass damper, how early elevators were sketch af, and follow Andy the (fictional) ironworker up the nearly-finished Empire State Building as he catches white-hot rivets with a bucket before pounding them into steel beams that remain steadfast 95 years later. </p>
      ","Gemini takes us down the skyscraper rabbit hole starting in 1880's Chicago, 9 years after The Great Chicago Fire. We learn about The Taipei 101's solid steel mass damper, how early elevators were sketch af, and follow Andy the (fictional) ironworker up the nearly-finished Empire State Building as he catches white-hot rivets with a bucket before pounding them into steel beams that remain steadfast 95 years later.",https://media.transistor.fm/63353538/95364084.mp3,48373298,audio/mpeg,"
        <p>Gemini takes us down the skyscraper rabbit hole starting in 1880's Chicago, 9 years after The Great Chicago Fire. We learn about The Taipei 101's solid steel mass damper, how early elevators were sketch af, and follow Andy the (fictional) ironworker up the nearly-finished Empire State Building as he catches white-hot rivets with a bucket before pounding them into steel beams that remain steadfast 95 years later. </p>
      ","Gemini takes us down the skyscraper rabbit hole starting in 1880's Chicago, 9 years after The Great Chicago Fire. We learn about The Taipei 101's solid steel mass damper, how early elevators were sketch af, and follow Andy the (fictional) ironworker up the nearly-finished Empire State Building as he catches white-hot rivets with a bucket before pounding them into steel beams that remain steadfast 95 years later.",5a6abab5-8a69-431f-9517-cd9e665b917e,2025-07-03T09:00:00.000Z,Bronson Walker,"
        <p>Gemini takes us down the skyscraper rabbit hole starting in 1880's Chicago, 9 years after The Great Chicago Fire. We learn about The Taipei 101's solid steel mass damper, how early elevators were sketch af, and follow Andy the (fictional) ironworker up the nearly-finished Empire State Building as he catches white-hot rivets with a bucket before pounding them into steel beams that remain steadfast 95 years later. </p>
      ",No,3019,133,"AI, chatgpt, gemini, meta, LLM, grok",full,
